iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
CZE,Europe,Czechia,2020-08-21,21551.0,506.0,265.429,411.0,5.0,2.429,2009.501,47.181,24.75,38.323,0.466,0.226,1.19,24.0,2.238,119.0,11.096,,,,,9712.0,,,0.906,6948.0,0.648,0.038,26.3,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-22,21790.0,239.0,271.286,411.0,0.0,2.286,2031.786,22.285,25.296,38.323,0.0,0.213,1.2,26.0,2.424,124.0,11.562,,,,,5118.0,,,0.477,6949.0,0.648,0.039,25.6,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-23,21923.0,133.0,273.0,412.0,1.0,2.143,2044.188,12.401,25.456,38.417,0.093,0.2,1.2,24.0,2.238,128.0,11.935,41.0,3.834,204.0,18.983,2404.0,,,0.224,6867.0,0.64,0.04,25.0,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,-832.2,-1.11,4.95,-77.5976397337959
CZE,Europe,Czechia,2020-08-24,22181.0,258.0,282.714,415.0,3.0,2.286,2068.245,24.057,26.361,38.696,0.28,0.213,1.21,32.0,2.984,129.0,12.028,,,,,7413.0,,,0.691,6890.0,0.642,0.041,24.4,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-25,22548.0,367.0,295.0,416.0,1.0,2.143,2102.465,34.221,27.507,38.789,0.093,0.2,1.22,32.0,2.984,131.0,12.215,,,,,8763.0,,,0.817,7043.0,0.657,0.042,23.8,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-26,22951.0,403.0,307.571,418.0,2.0,2.0,2140.043,37.577,28.679,38.976,0.186,0.186,1.22,32.0,2.984,136.0,12.681,,,,,8885.0,,,0.828,7219.0,0.673,0.042,23.8,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-27,23169.0,218.0,303.429,418.0,0.0,1.714,2160.37,20.327,28.293,38.976,0.0,0.16,1.24,32.0,2.984,147.0,13.707,,,,,9198.0,,,0.858,7356.0,0.686,0.044,22.7,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-28,23777.0,608.0,318.0,419.0,1.0,1.143,2217.062,56.692,29.652,39.069,0.093,0.107,1.29,37.0,3.45,156.0,14.546,,,,,10828.0,,,1.01,7516.0,0.701,0.042,23.8,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-29,24094.0,317.0,329.143,421.0,2.0,1.429,2246.62,29.558,30.691,39.256,0.186,0.133,1.32,36.0,3.357,155.0,14.453,,,,,6573.0,,,0.613,7723.0,0.72,0.043,23.3,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-08-30,24367.0,273.0,349.143,423.0,2.0,1.571,2272.076,25.456,32.555,39.442,0.186,0.147,1.34,36.0,3.357,154.0,14.36,58.0,5.424,233.0,21.695,3946.0,,,0.368,7944.0,0.741,0.044,22.7,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,-798.4,-1.04,1.69,-74.4459932269438
CZE,Europe,Czechia,2020-08-31,24618.0,251.0,348.143,424.0,1.0,1.286,2295.48,23.404,32.462,39.535,0.093,0.12,1.36,36.0,3.357,171.0,15.945,,,,,9371.0,,,0.874,8223.0,0.767,0.042,23.8,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-01,25117.0,499.0,367.0,425.0,1.0,1.286,2342.009,46.529,34.221,39.629,0.093,0.12,1.4,41.0,3.823,178.0,16.597,,,,,11137.0,,,1.038,8563.0,0.798,0.043,23.3,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-02,25773.0,656.0,403.143,425.0,0.0,1.0,2403.177,61.168,37.591,39.629,0.0,0.093,1.44,42.0,3.916,180.0,16.784,,,,,11810.0,,,1.101,8980.0,0.837,0.045,22.2,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-03,26452.0,679.0,469.0,426.0,1.0,1.143,2466.49,63.313,43.731,39.722,0.093,0.107,1.47,44.0,4.103,195.0,18.183,,,,,11541.0,,,1.076,9315.0,0.869,0.048,20.8,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-04,27249.0,797.0,496.0,429.0,3.0,1.429,2540.805,74.315,46.249,40.002,0.28,0.133,1.49,49.0,4.569,207.0,19.302,,,,,13654.0,,,1.273,9719.0,0.906,0.051,19.6,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-05,27752.0,503.0,522.571,431.0,2.0,1.429,2587.707,46.902,48.727,40.188,0.186,0.133,1.51,52.0,4.849,209.0,19.488,,,,,7468.0,,,0.696,9847.0,0.918,0.053,18.9,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-06,28156.0,404.0,541.286,436.0,5.0,1.857,2625.377,37.671,50.472,40.654,0.466,0.173,1.54,56.0,5.222,220.0,20.514,76.0,7.107,325.0,30.298,4537.0,,,0.423,9931.0,0.926,0.054,18.5,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,-761.2,-0.96,1.86,-70.9773171898167
CZE,Europe,Czechia,2020-09-07,28716.0,560.0,585.429,437.0,1.0,1.857,2677.594,52.217,54.588,40.748,0.093,0.173,1.58,65.0,6.061,256.0,23.87,,,,,11604.0,,,1.082,10250.0,0.956,0.057,17.5,tests performed,,,,,,,,,,,,,,36.11,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-08,29877.0,1161.0,680.0,441.0,4.0,2.286,2785.85,108.256,63.406,41.121,0.373,0.213,1.62,57.0,5.315,253.0,23.591,,,,,16115.0,,,1.503,10961.0,1.022,0.062,16.1,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-09,31036.0,1159.0,751.857,444.0,3.0,2.714,2893.92,108.07,70.106,41.4,0.28,0.253,1.63,61.0,5.688,266.0,24.803,,,,,15507.0,,,1.446,11489.0,1.071,0.065,15.4,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-10,32413.0,1377.0,851.571,448.0,4.0,3.143,3022.317,128.397,79.404,41.773,0.373,0.293,1.64,67.0,6.247,272.0,25.362,,,,,16513.0,,,1.54,12200.0,1.138,0.07,14.3,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-11,33860.0,1447.0,944.429,450.0,2.0,3.0,3157.241,134.924,88.062,41.96,0.186,0.28,1.63,66.0,6.154,310.0,28.906,,,,,19217.0,,,1.792,12994.0,1.212,0.073,13.7,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-12,35401.0,1541.0,1092.714,453.0,3.0,3.143,3300.93,143.689,101.889,42.24,0.28,0.293,1.63,63.0,5.874,283.0,26.388,,,,,13317.0,,,1.242,13830.0,1.29,0.079,12.7,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-13,36188.0,787.0,1147.429,456.0,3.0,2.857,3374.313,73.383,106.991,42.519,0.28,0.266,1.6,65.0,6.061,305.0,28.439,101.0,9.445,498.0,46.475,7090.0,,,0.661,14195.0,1.324,0.081,12.3,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,-675.2,-0.83,4.29,-62.9583349534475
CZE,Europe,Czechia,2020-09-14,37222.0,1034.0,1215.143,465.0,9.0,4.0,3470.727,96.414,113.305,43.358,0.839,0.373,1.58,75.0,6.993,339.0,31.61,,,,,17519.0,,,1.634,15040.0,1.402,0.081,12.3,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-15,38896.0,1674.0,1288.429,476.0,11.0,5.0,3626.818,156.09,120.138,44.384,1.026,0.466,1.57,74.0,6.9,369.0,34.407,,,,,20461.0,,,1.908,15661.0,1.46,0.082,12.2,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-16,41032.0,2136.0,1428.0,482.0,6.0,5.429,3825.987,199.169,133.152,44.944,0.559,0.506,1.56,80.0,7.46,399.0,37.204,,,,,20587.0,,,1.92,16386.0,1.528,0.087,11.5,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-17,44155.0,3123.0,1677.429,489.0,7.0,5.857,4117.188,291.201,156.41,45.596,0.653,0.546,1.55,91.0,8.485,495.0,46.156,,,,,23593.0,,,2.2,17398.0,1.622,0.096,10.4,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-18,46262.0,2107.0,1771.714,495.0,6.0,6.429,4313.653,196.465,165.202,46.156,0.559,0.599,1.48,96.0,8.951,525.0,48.953,,,,,21580.0,,,2.012,17735.0,1.654,0.1,10.0,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-19,48306.0,2044.0,1843.571,499.0,4.0,6.571,4504.244,190.591,171.902,46.529,0.373,0.613,1.44,93.0,8.672,508.0,47.368,,,,,15231.0,,,1.42,18009.0,1.679,0.102,9.8,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-20,49290.0,984.0,1871.714,503.0,4.0,6.714,4595.996,91.752,174.526,46.902,0.373,0.626,1.4,106.0,9.884,532.0,49.606,180.0,16.738,846.0,78.923,10561.0,,,0.985,18505.0,1.725,0.101,9.9,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,-485.8,-0.59,9.33,-45.2979252375367
CZE,Europe,Czechia,2020-09-21,50764.0,1474.0,1934.571,522.0,19.0,8.143,4733.437,137.442,180.387,48.673,1.772,0.759,1.36,113.0,10.537,613.0,57.159,,,,,19410.0,,,1.81,18775.0,1.751,0.103,9.7,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-22,53158.0,2394.0,2037.429,531.0,9.0,7.857,4956.663,223.226,189.978,49.513,0.839,0.733,1.33,120.0,11.189,637.0,59.396,,,,,22400.0,,,2.089,19052.0,1.776,0.107,9.3,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-23,55464.0,2306.0,2061.714,555.0,24.0,10.429,5171.684,215.021,192.242,51.75,2.238,0.972,1.3,135.0,12.588,710.0,66.203,,,,,22445.0,,,2.093,19317.0,1.801,0.107,9.3,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-24,58374.0,2910.0,2031.286,567.0,12.0,11.143,5443.024,271.34,189.405,52.869,1.119,1.039,1.29,155.0,14.453,768.0,71.611,,,,,23163.0,,,2.16,19256.0,1.796,0.105,9.5,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-25,61318.0,2944.0,2150.857,581.0,14.0,12.286,5717.534,274.51,200.554,54.175,1.305,1.146,1.27,164.0,15.292,825.0,76.926,,,,,23132.0,,,2.157,19477.0,1.816,0.11,9.1,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-26,63294.0,1976.0,2141.143,591.0,10.0,13.143,5901.784,184.25,199.649,55.107,0.932,1.225,1.26,184.0,17.157,797.0,74.315,,,,,15388.0,,,1.435,19500.0,1.818,0.11,9.1,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-27,64597.0,1303.0,2186.714,606.0,15.0,14.714,6023.281,121.497,203.898,56.506,1.399,1.372,1.25,188.0,17.53,823.0,76.74,291.0,27.118,1363.0,127.081,10468.0,,,0.976,19487.0,1.817,0.112,8.9,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,-154.8,-0.18,16.06,-14.4341680254646
CZE,Europe,Czechia,2020-09-28,65883.0,1286.0,2159.857,618.0,12.0,13.714,6143.193,119.912,201.394,57.625,1.119,1.279,1.24,197.0,18.369,845.0,78.791,,,,,12218.0,,,1.139,18459.0,1.721,0.117,8.5,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-29,67843.0,1960.0,2097.857,636.0,18.0,15.0,6325.951,182.758,195.613,59.303,1.678,1.399,1.24,204.0,19.022,998.0,93.057,,,,,18322.0,,,1.708,17877.0,1.667,0.117,8.5,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-09-30,70763.0,2920.0,2185.571,655.0,19.0,14.286,6598.224,272.272,203.791,61.075,1.772,1.332,1.28,196.0,18.276,1062.0,99.025,,,,,21092.0,,,1.967,17683.0,1.649,0.124,8.1,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-01,74255.0,3492.0,2268.714,678.0,23.0,15.857,6923.832,325.608,211.544,63.219,2.145,1.479,1.32,232.0,21.633,1164.0,108.536,,,,,23921.0,,,2.23,17792.0,1.659,0.128,7.8,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-02,78051.0,3796.0,2390.429,699.0,21.0,16.857,7277.786,353.954,222.893,65.178,1.958,1.572,1.35,244.0,22.752,1241.0,115.716,,,,,23639.0,,,2.204,17864.0,1.666,0.134,7.5,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-03,80605.0,2554.0,2473.0,711.0,12.0,17.143,7515.931,238.145,230.592,66.296,1.119,1.598,1.38,263.0,24.523,1209.0,112.732,,,,,15201.0,,,1.417,17837.0,1.663,0.139,7.2,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-04,82446.0,1841.0,2549.857,727.0,16.0,17.286,7687.593,171.662,237.759,67.788,1.492,1.612,1.42,265.0,24.71,1281.0,119.446,427.0,39.836,1975.0,184.123,7776.0,,,0.725,17453.0,1.627,0.146,6.8,tests performed,,,,,,,,,,,,,,38.89,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,81.6,0.09,11.02,7.60870872660147
CZE,Europe,Czechia,2020-10-05,85566.0,3120.0,2811.857,758.0,31.0,20.0,7978.514,290.921,262.189,70.679,2.891,1.865,1.46,314.0,29.279,1488.0,138.747,,,,,17768.0,,,1.657,18246.0,1.701,0.154,6.5,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-06,90022.0,4456.0,3168.429,794.0,36.0,22.571,8394.01,415.495,295.437,74.036,3.357,2.105,1.48,331.0,30.864,1634.0,152.361,,,,,23053.0,,,2.15,18921.0,1.764,0.168,6.0,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-07,95360.0,5338.0,3513.857,829.0,35.0,24.857,8891.746,497.736,327.646,77.299,3.264,2.318,1.51,364.0,33.941,1786.0,166.534,,,,,24051.0,,,2.243,19344.0,1.804,0.182,5.5,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-08,100757.0,5397.0,3786.0,869.0,40.0,27.286,9394.984,503.238,353.022,81.029,3.73,2.544,1.52,404.0,37.671,1957.0,182.478,,,,,25073.0,,,2.338,19509.0,1.819,0.194,5.2,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-09,109374.0,8617.0,4474.714,905.0,36.0,29.429,10198.467,803.483,417.24,84.386,3.357,2.744,1.54,413.0,38.51,2149.0,200.381,,,,,27743.0,,,2.587,20095.0,1.874,0.223,4.5,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-10,114005.0,4631.0,4771.429,948.0,43.0,33.857,10630.28,431.813,444.907,88.395,4.009,3.157,1.52,437.0,40.748,2168.0,202.153,,,,,18124.0,,,1.69,20513.0,1.913,0.233,4.3,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-11,117110.0,3105.0,4952.0,987.0,39.0,37.143,10919.802,289.523,461.744,92.032,3.637,3.463,1.52,410.0,38.23,2220.0,207.002,698.0,65.084,3394.0,316.441,11504.0,,,1.073,21045.0,1.962,0.235,4.3,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,538.4,0.6,21.22,50.2025585588509
CZE,Europe,Czechia,2020-10-12,121421.0,4311.0,5122.143,1051.0,64.0,41.857,11321.777,401.975,477.609,97.999,5.968,3.903,1.52,468.0,43.638,2579.0,240.476,,,,,22048.0,,,2.056,21657.0,2.019,0.237,4.2,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-13,129747.0,8326.0,5675.0,1106.0,55.0,44.571,12098.127,776.349,529.16,103.128,5.128,4.156,1.53,495.0,46.156,2692.0,251.013,,,,,31638.0,,,2.95,22883.0,2.134,0.248,4.0,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-14,139290.0,9543.0,6275.714,1172.0,66.0,49.0,12987.954,889.827,585.173,109.282,6.154,4.569,1.53,521.0,48.58,2990.0,278.799,,,,,34859.0,,,3.25,24427.0,2.278,0.257,3.9,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-15,149010.0,9720.0,6893.286,1230.0,58.0,51.571,13894.285,906.331,642.757,114.69,5.408,4.809,1.51,540.0,50.352,3207.0,299.033,,,,,34806.0,,,3.245,25817.0,2.407,0.267,3.7,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-16,160112.0,11102.0,7248.286,1283.0,53.0,54.0,14929.48,1035.195,675.859,119.632,4.942,5.035,1.5,573.0,53.429,3452.0,321.878,,,,,38723.0,,,3.611,27386.0,2.554,0.265,3.8,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-17,168827.0,8715.0,7831.714,1352.0,69.0,57.714,15742.101,812.621,730.26,126.066,6.434,5.382,1.48,555.0,51.75,3552.0,331.203,,,,,29279.0,,,2.73,28980.0,2.702,0.27,3.7,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-18,173885.0,5058.0,8110.714,1422.0,70.0,62.143,16213.729,471.628,756.275,132.593,6.527,5.794,1.46,562.0,52.403,3713.0,346.215,973.0,90.706,5637.0,525.625,17240.0,,,1.608,29799.0,2.779,0.272,3.7,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,1368.8,1.5,39.25,127.63235912956
CZE,Europe,Czechia,2020-10-19,181962.0,8077.0,8648.714,1513.0,91.0,66.0,16966.861,753.132,806.441,141.078,8.485,6.154,1.45,613.0,57.159,4154.0,387.335,,,,,31165.0,,,2.906,31101.0,2.9,0.278,3.6,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-20,193946.0,11984.0,9171.286,1619.0,106.0,73.286,18084.297,1117.436,855.167,150.962,9.884,6.833,1.43,640.0,59.676,4450.0,414.936,,,,,40598.0,,,3.786,32381.0,3.019,0.283,3.5,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-21,208915.0,14969.0,9946.429,1739.0,120.0,81.0,19480.066,1395.769,927.445,162.151,11.189,7.553,1.41,702.0,65.457,4868.0,453.912,,,,,45245.0,,,4.219,33865.0,3.158,0.294,3.4,tests performed,,,,,,,,,,,,,,48.15,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
CZE,Europe,Czechia,2020-10-22,223065.0,14150.0,10579.286,1845.0,106.0,87.857,20799.468,1319.402,986.455,172.035,9.884,8.192,1.38,719.0,67.042,5107.0,476.197,,,,,46425.0,,,4.329,35525.0,3.312,0.298,3.4,tests performed,,,,,,,,,,,,,,67.59,10724553.0,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,,,,
